text,split
"לעודד הספקה או ייצור של סם, ואין בה לגרוע מהתכלית החברתית של מלחמה נגד התופעות אלו. עולה כי מדיניות הענישה למשתמש העצמי בסם מסוג קנבוס פעם ראשונה לחוד, ומדיניות הענישה למפיץ, לסוחר ולמגדל, ולמסייע להם – לחוד\ (ע\""פ 5807/17 דרחי נ' מדינת ישראל (18.6.2018)) כוחם של דברים אלו יפה גם ביחס לסם מסוג קנבוס, כבענייננו, שלגביו כבר נקבע בע\""פ 2596/18 זנזורי נ' מדינת ישראל (12.8.2018) כי \""סחר בסמים הוא סחר בסמים. ידע כל מי שמהרהר בדרכים לעשיית כסף קל, כי מדיניות הענישה לא השתנתה ובית המשפט רואה בחומרה עבירות של סחר והפצה של סמים מסוכנים, גם סמים 'קלים', תוך הטלת ענישה משמעותית ומרתיעה. צרכנים ומשתמשים – ראו הוזהרתם\"" (וכן ע\""פ 6299/20 חן נ' מדינת ישראל (4.2.2021)). בענייננו הורשע הנאשם בעבירות סחר בסם. עם זאת, מעובדות כתב האישום אכן עולה תמונה של מספר עסקאות בודדות. כך גם, כמות הסם שנסחרה נמוכה והתמורה הכספית שניתנה עבורה איננה גבוהה (כ- 5 גרם וכמאה וחמישים ש\""ח). סקירת מדיניות הענישה הנוהגת בתיקי סחר מלמדת על טווח ענישה רחב התלוי לרוב בנסיבותיו של כל מקרה ומקרה, זאת בהתחשב בכמות הסם שנסחרה, סוג הסם ומספר העסקאות. ברע\""פ 4894/21 אלטוחי נ' מדינת ישראל (18.07.21) – נדחתה בקשת ערעור של נאשם שבית המשפט השלום דן אותו ל-12 חודשי מאסר בפועל לצד ענישה נלווית לאחר שהורשע במכירת 12 פלטות חשיש במשקל של 1,050 גרם תמורת 21,600 ₪. בע\""פ 3059/21 ימין נ' מדינת ישראל (05.05.21) – נדחתה בקשת ערעור של נאשם שבית המשפט השלום דן אותו ל-8 חודשי עבודות שירות תוך חריגה ממתחם ענישה שנקבע כנע בין 10 ל-20 חודשי מאסר בפועל לאחר שהורשע בחמש עבירות סחר""",train
"הינה פועל יוצא של ריבוי המקרים שבהם נעשה שימוש בנשק המוחזק שלא כחוק המסכן חיי אדם. עמד על כך כב' השופט עמית בע\פ 2398/14 אלהזייל נגד מדינת ישראל (ניתן בתאריך 08.07.14 [פורסם בנבו]) בציינו כך: לאחרונה, עדים אנו לקריאות של בתי המשפט בכל הערכאות, להעלות את רף הענישה בעבירות הנשק לסוגיהן. בע\""פ 4406/19 מדינת ישראל נ' יונס סובח (05.11.19 [פורסם בנבו]) יצאה קריאה ברורה ומפורשת להחמיר בענישה בעבירות נשק: כפי שנכתב בע\""פ 6383/21 קריף נ' מדינת ישראל (13.02.22): הפגיעה אף אינה תחומה רק לנזק הפיזי שנגרם כתוצאה מהשימוש בנשק בלבד. השימוש בנשק עלול ליצור תחושת חשש, ופחד מפני ביצוע פעולה אלמנטרית שעומדת בליבת חופש התנועה. בכך נוצרת \""הרתעה\"" של הנפגע הפוטנציאלי. זהו רובד אחד. רובד נוסף הוא התעצמות הפעילות העבריינית, פועלה ושאיפתה לשלוט בתחומים רחבים ושונים... אקדח שיורה \""במערכה השלישית\"" גורם כמובן לנזק רב, אך גם אקדח שמונח על השולחן \""במערכה הראשונה\"" – אף אם לא נעשה בו כל שימוש אחר בהמשך – עלול לפגוע בשלום הציבור באופן ממשי. יש לקשור אפוא מלחמת חורמה על עבירות הנשק למיניהן, וגם על בית המשפט לתרום את חלקו למלחמה זו באמצעות ענישה הולמת ומרתיעה. .. אין להפריז במשקל שיש לתת לנתונים כגון סוג האקדח, ולקבוע מעין \""מדרגה עונשית\"" שמתמקדת אך ורק בנתון זה ובתוצאה, ולא בסיכון שנוצר. העיקר נעוץ, כאמור, בכוחו של הנשק לפגוע באדם – ואף להמיתו – ולשבש את חיי השגרה של החברה. כפי שהובהר, חלק מרעתן החולה של עבירות הנשק מצוי לאו דווקא בשימוש הישיר בנשק, אלא בנזקים שנלווים להחזקה ונשיאה של כלי נשק בידי אזרחים באופן בלתי חוקי. הדברים אשר נאמרו בעניין סובח, רלוונטיים מתמיד""",train
"המתחם, לצד הטלת ענישה צופה פני עתיד. לאחר כתיבת גזר הדין ובהתאם למתחם הענישה, סברתי שיש מקום להפנות את הנאשם לקבלת חוות דעת הממונה על עבודות השירות אשר יבחן את שאלת כשירותו של הנאשם לבצע עבודות שירות. בא כוח הנאשם השאיר את ההחלטה לשיקול דעתי בסוברו \שתיק זה לא מצריך ענישה כלל וכלל גם לא בדרך של עבודות שירות\"" ואילו באת כוח המאשימה שבה על עמדת המאשימה למאסר בפועל. בתאריך 18.03.24 התקבלה חוות דעת הממונה על עבודות השירות לפיה הנאשם נמצא כשיר לבצע עבודות שירות במועצה מקומית כפר קרע. כפי שנימקתי בהחלטה על קבלת חוות הדעת, הרי שעל אף פרק הזמן שחלף, לאור עמדת שירות המבחן ומהסיבות שפורטו מעלה, אינני סבור שיש לפטור את הנאשם בעונש צופה פני עתיד בלבד. העבירות אותן ביצע הנאשם הן עבירות חמורות וראיה לכך ניתן לראות בעמדת המתלוננת גם כיום, שנים לאחר מכן. מנגד, בחלוף השנים, ובנתוניו של הנאשם שכאמור, נעדר הרשעות קודמות וממילא לא נשא מעולם עונש מאסר בפועל, אין זה נכון לשלוח אותו כעת למאסר בפועל מאחורי סורג ובריח, אפילו לא לתקופה קצרה. מאסר בפועל למשך 6 חודשים אשר יבוצע בעבודות שירות. מתקופה זו תנוכה תקופת מעצרו של הנאשם על פי רישומי שב\""ס. הנאשם יתייצב בתאריך 13.06.24 בשעה 08:00 במשרדי הממונה על עבודות השירות – יחידת ברקאי שלוחת צפון מתחם כלא מגידו וזאת לצורך קליטתו. עבודות השירות יבוצעו עלפי חוות דעת הממונה של עבודות השירות במועצה המקומית כפר קרע. מאסר על תנאי של 3 חודשים למשך 3 שנים, והתנאי הוא שהנאשם לא יעבור בפרק זמן זה על כל עבירת אלימות פיזית או מילולית שעונשה שנתיים מאסר ומעלה ויורשע בה""",train
"בקשת רשות ערעור של נהג שגרם ברשלנות למוות של רוכב אופנוע שנסע מאחוריו בעת שעשה סיבוב פרסה וחסם את נתיבו ודינו נגזר ל-10 חודשי מאסר בפועל ו-12 שנות פסילה. ערעור שהגיש לבית המשפט המחוזי נדחה וכך גם בקשת רשות הערעור. בית המשפט העליון שב והדגיש ש\הענישה בגין נהיגה רשלנית שתוצאתה קיפוח חיי אדם תהא ככלל בדרך של מאסר מאחורי סורג ובריח\"". ברע\""פ 1274/19 ברכיהו נ' מדינת ישראל (24.02.19) – נדחתה בקשת רשות ערעור של נהג שגרם לתאונת דרכים עם משאית בגינה סטתה המשאית ודרסה למוות הולכת רגל שעמדה בשול הכביש. בית המשפט גזר על המבקש 12 חודשי מאסר בפועל ו- 10 שנות פסילה. ערעור שהגיש לבית המשפט המחוזי נדחה וכך גם בקשת רשות הערעור. ברע\""פ 1031/19 שלבי נ' מדינת ישראל (28.02.19) – נדחתה בקשת רשות ערעור של נהג שגרם למותו של נוסע ופציעתם של שלושה נוספים בעת שסטה מנתיב נסיעתו אל הנתיב הנגדי. לאחר ניהול הוכחות, בית המשפט לתעבורה גזר על המבקש 18 חודשי מאסר בפועל. בערעור שהוגש לבית המשפט המחוזי הוקל עונש המאסר בפועל ל- 10 חודשים. בקשת הרשות לערער שהגיש נדחתה תוך שצויין: \""בית משפט זה עמד זה מכבר על הכללים המנחים בסוגיית הענישה הראויה בעבירה של גרימת תאונת דרכים קטלנית ברשלנות (ראו ע\""פ 6755/09 אלמוג נ' מדינת ישראל (16.11.2009)). בעניינו, נקבע בפסק הדין כי רשלנות המבקש נמצאת בדרגה בינונית – והמבקש גם לא טוען בבקשה שלפני ביחס לקביעה זו – ועל כן, הענישה שהוטלה על המבקש משקפת יישום ראוי של הכללים האמורים. למעלה מן הצורך, ... בהעמדת עונשו של המבקש על 10 חודשים לריצוי בפועל, יש משום אמירה נורמטיבית נכונה זו גם עמדתי""",train
"תיקון 113 לחוק העונשין, עיגן את הבניית שיקול הדעת השיפוטי והעניק מעמד בכורה לעיקרון ההלימה, היינו קיומו של יחס הולם בין חומרת מעשי העבירה, בנסיבותיו ומידת אשמו של הנאשם ובין סוג ומידת העונש המוטל עליו. בהתאם לתיקון לחוק, על בית המשפט לקבוע את מתחם העונש ההולם למעשה העבירות שביצע הנאשם. לשם כך יתחשב בית המשפט בערך החברתי שנפגע מביצוע העבירה, במידת הפגיעה בו, במדיניות הענישה הנהוגה ובנסיבות הקשורות בביצוע העבירה המפורטות בסעיף 40 ט' לחוק העונשין. ברע\פ 3674/04 אבו סאלם נגד מ\""י (החלטה מיום 12.2.06, פורסם בנבו) נקבע כי, הכלל בעבירות הסעת שוהים בלתי חוקיים הוא אמנם כי יש לטות אל-עבר מאסר בפועל, אך כלל זה חריגים בצדו, ובמקום שיש ונכון להטיל עונש קל יותר, כך ייעשה. ברע\""פ 3173/09 פארגין נ' מ\""י (החלטה מיום 5.5.09, פורסם בנבו), נקבע כי, \""בהקשר הקרוב של המסיעים, המלינים והמעסיקים את השוהים הבלתי חוקיים, שחטאתם אמנם עולה משל הללו, שכן - כאמור - חוטאים הם ומחטיאים את הרבים, ומכאן גישת המחוקק שהחמירה עמהם, וכך גם בתי המשפט, דן בית משפט זה ברע\""פ 5198/01 ח'טיב נ' מדינת ישראל, פ\""ד נו(1) 769. מפי השופט טירקל נדונה שם רמת הענישה הראויה, והוכרע כי דחק העתים והמציאות הבטחונית הקשה (ב-2001) מצדיקה לגזור על הללו עונשי מאסר בפועל (עמ' 775): \""אם אין עומדות לעבריין נסיבות יוצאות מגדר הרגיל, יש לגזור עליו - ואפילו הוא אדם מן היישוב שעשה מעשיו מתוך תמימות או מחמת צורך דוחק כלשהו - עונש מאסר לריצוי בפועל, בלי מתן אפשרות להמירו בעבודות שירות. אשר לאורך תקופת המאסר, חלקי עם המחמירים...\"". ואולם, ברבות הימים היה צורך לשוב ולהידרש לנושא ולפרש את הלכת ח'טיב,""",train
"תיקון 113 לחוק העונשין, עיגן את הבניית שיקול הדעת השיפוטי והעניק מעמד בכורה לעיקרון ההלימה, היינו קיומו של יחס הולם בין חומרת מעשי העבירה, בנסיבותיו ומידת אשמו של הנאשם ובין סוג ומידת העונש המוטל עליו. בהתאם לתיקון לחוק, על בית המשפט לקבוע את מתחם העונש ההולם למעשי העבירות שביצע הנאשם. לשם כך יתחשב בית המשפט בערך החברתי שנפגע מביצוע העבירה, במידת הפגיעה בו, במדיניות הענישה הנהוגה ובנסיבות הקשורות בביצוע העבירה המפורטות בסעיף 40ט' לחוק העונשין. לכשייקבע מתחם הענישה, יקבע בית המשפט את העונש המתאים, בתוך המתחם, אשר יוטל על הנאשם וזאת בהתחשב בנסיבות שאינן קשורות בביצוע העבירה המפורטות בסעיף 40יא' לחוק. בית המשפט רשאי לחרוג ממתחם העונש ההולם בשל שיקולי שיקום או הגנה על שלום הציבור לפי סעיפים 40ד' ו40 ה' לחוק. אין צורך להכביר מילים ביחס לחומרת העבירות בהן הורשע הנאשם גם לאחר תיקון כתב האישום, שכן הגם שלכאורה ניתן לומר שעבירות אלה אינן במדרג הגבוה של עבירות האלימות והרכוש, הרי שלא ניתן להתעלם מכך שמעשיו של הנאשם כוונו כלפי המתלוננת, בעת ששהתה בביתה, לעיתים לעיני ילדיה וכל זאת רק מאחר שהחזיקה בטלפון נייד ורצתה לפגוש את הוריה ובני משפחתה. הנאשם הפגין כלפי המתלוננת רכושנות, קנאות ואובססיביות כאשר המתלוננת שיתפה את שירות המבחן שהנאשם ניסה לנתקה ממשפחתה, מעבודתה ומחבריה. הנאשם פגע בערכים המוגנים של ביטחון והגנה על שלמות גופה ורכושה של המתלוננת, ומעשיו מתבטאים בפגיעה בכבודה ובזכות לשלום ושלווה. לעניין זה, ראו ע\פ 6758/07 פלוני נ' מדינת ישראל: \""מעשי אלימות בתוך המשפחה, נתפסים כבעלי חומרה מיוחדת במערכת האיסורים הפליליים העוסקים בעבירות אלימות. הצפייה האנושית הטבעית הינה כי בתוך המשפחה ישררו יחסי אהבה, הרמוניה, וכבוד ההדדי.""",train
"שלושה ימים ממועד התאונה, הרי שמעשיו ותגובתו מלמדים על מסוכנות וגליוי אדישות לתאונה ותוצאותיה. הימלטות הנאשם ממקום התאונה מבלי שהגיש עזרה לנפגעים, ההתעלמות מחובתו כפוגע לעצור את רכבו, לברר מה גרם להם ולנסות לסייע ככל יכולתו מעידה על התנהגות נלוזה הראויה לגינוי ולעונש חמור בצידה. על חומרתה של עבירת ההפקרה אין צורך להכביר מילים בע\פ 5867/09 קרביאשוילי נ' מ\""י (22.6.2010) נקבע כי: אין זאת, אלא שבעבירה דנן מושם הדגש על המעשה הבלתי מוסרי של ההפקרה, ולא על חומרת הפגיעה; דברים ברוח זו נאמרו על ידי כב' השופט צ' זילברטל בע\""פ 6864/14 לואי ענאש נ' מ\""י (8.3.2015): תוצאות התאונה והפגיעות הגופניות מלמדות שהנפגעים ספגו נזקים שככל הנראה ישאירו אצלם חותם על הגוף והנפש. יפים לכאן דברי כב' השופט מ' חשין ברע\""פ 3626/01 ויצמן נ' מדינת ישראל, פ\""ד נו(3) 187, 198: \""עבירת ההפקרה אחרי פגיעה עבירה קשה היא; לא עוד אלא שעבירה היא הפוקדת עצמה עם העבירות שיש בהן כיעור. הנה זה שרוע על הכביש, מתבוסס בדמו, אדם שזה עתה נפגע בתאונה שהנהג היה מעורב בה – אדם שאפשר ניתן לעזור לו, אפשר ניתן להצילו – ותחת אשר יעצור ויושיט עזרה לפגוע, לוחץ הנהג על דוושת ההאצה ובורח מן הזירה למלט נפשו מחיוב בעונשין. חומרה וכיעור אלה שבמעשה הנהג הביאו לבריאתה של העבירה ולקביעת עונש חמור בצדה: תשע שנות מאסר.\"" הערכים המוגנים הנפגעים בעבירת ההפקרה הם בטחון הציבור ושלום הציבור, עזרה הדדית, סולידריות חברתית, שלטון החוק והסדר הציבורי. בע\""פ 1789/14 נחמיה נ' מדינת ישראל (22.10.14), קבע כב' השופט רובינשטיין לעניין הערכים המוגנים בעבירת הפקרה: \""הערך המוגן בעבירת ההפקרה הוא \""החובה המוסרית החלה על אדם המעורב באירוע פוגעני לסייע""",train
"מותנה 10 חודשים למשך 3 שנים שהינו בר הפעלה בתיק זה. כפי שנאמר זה מכבר, העבירות אותן ביצע הנאשם עבירות חמורות המה ולא זו אף זו, אלא שביצען פעם נוספת בעוד שעונש מאסר על תנאי מרחף מעל לראשו אך לא מרתיעו. עובדה זו, יש בה די כדי לדון את הנאשם לתקופת מאסר בפועל. עם זאת, נתבקש בית המשפט על ידי ב\כ הנאשם להאריך את תוקף התנאי חלף הפעלתו וזאת לאור היותו דרקוני ובלתי מידתי לעבירה וכן משיקולי שיקום ולאור מצבו הרפואי של בנו של הנאשם וכבר נאמר כי הרתעת הציבור אינה חזות הכול ו\""יש לשקול כל מקרה על פי נסיבותיו המיוחדות ונסיבותיו האישיות של הנאשם כאינדיבידואל ולאזן בצורה ראויה ביניהן לבין מדיניות הענישה האמורה\"" (עפ\""ת 1267-05-16 חיזגילוב נ' מ\""י). אזכיר, הפסיקה קבעה זה מכבר כי על הענישה המוטלת להיות מידתית ומדורגת. הטלת 10 חודשי מאסר בפועל בגין נהיגה ללא רישיון ונהיגה בזמן פסילה לאחר ביצוע עבודות שירות למשך 6 חודשים בגין עבירת הפקרה הינה קפיצה משמעותית, קשה ואף בלתי הפיכה וזאת לאור הסיכויים לשיקום הנאשם והתסקיר החיובי בעניינו. לעניין זה יפים דברי בית המשפט העליון ברע\""פ 4015/98 אלימלך נ' מ\""י: \""הוראה זו של הארכת או חידוש תקופת התנאי באה לעולם, מאחר ונוצרים מקרים בהם הפעלת המאסר על תנאי שנקבע קודם לכן נוגד את הצדק, במידה כזו שאף שנתמלאו תנאי ההפעלה, מן הראוי שלא להפעילו באותו מועד\"". בעת קביעת העונש המתאים, בתוך מתחם הענישה, בהתאם לתיקון 113 לחוק העונשין אשר ביקש להבנות את שיקול הדעת השיפוטי, יש לקחת בחשבון ולבדוק האם במקרה הקונקרטי הטלת מאסר בפועל מאחורי סורג ובריח, גם אם מדובר בתקופה קצרה, יהיה בה כדי""",train
"הרשעתו הראשונה של הנאשם בגין עבירות חמורות ולחובתו הרשעות קודמות בגין נהיגה בשכרות, גרימת נזק, נהיגה בפסילה, נהיגה ללא רישיון נהיגה, נהיגה בקלות ראש ולעניין זה אפנה לגיליון הרישום התעבורתי של הנאשם. כאמור, כל אלו לא היה בהם די להרתיע את הנאשם מלחזור לסורו פעם אחר פעם והפעם אף לנסות ולהתחמק מן השוטרים, עובדות המצביעות שהזדמנויות אשר ניתנו לנאשם בעבר לא נוצלו על ידו. בהתחשב בחומרת המעשים, בנסיבותיהם, במידת אשמו של הנאשם, בערך החברתי שנפגע, במידת הפגיעה בו ובמדיניות הענישה הנוהגת, הגעתי לכלל מסקנה כי ההסדר אליו הגיעו הצדדים מצוי במתחם העונש ההולם למעשי העבירות שביצע הנאשם. אני סבור שטווח הענישה אשר גובש בין הצדדים הינו ברף המקל ביותר של המתחם, עם זאת, אני מוצא לנכון לאמץ את הסדר הטיעון אשר גובש והוצג ביום 28.12.17. בנסיבות התיק יפים בעיניי דברי בית המשפט העליון ברע\פ 6115/06 מ\""י נ' אבו לבן (8.5.07): כאמור, הצדדים מסכימים על הענישה הנלווית אך חלוקים באשר למשך זמן המאסר ולאופן נשיאתו. בעניין זה, מצאתי לקבל את עתירת המאשימה להטיל עונש מאסר מאחורי סורג ובריח. העבירות הן עבירות חמורות שלא ניתן להכביר במסוכנותן ועל בית המשפט לשלוח מסר ולהוקיע אותן, קל וחומר בנאשמים אשר שבים ומבצעים אותן, והלכה למעשה, מוכיחים כי העונשים המוטלים עליהם אינם מרתיעים אותם. חומרה נוספת כאמור, מצויה בעבירת אי ציות לשוטר ובנסיבות ביצוען כפי שפורטו בכתב האישום. במסגרת השיקולים מהי תקופת המאסר אשר תיגזר על הנאשם, וברוח תיקון 113 לחוק העונשין, מצאתי לנכון לזקוף לטובת הנאשם את החיסכון מזמנם של העדים ובית המשפט כאשר הודה בהזדמנות הראשונה וכן בכך שהנאשם הינו אב לחמישה ילדים קטינים הסמוכים על שולחנו. בנוסף, הבאתי""",train
"תיקון 113 לחוק העונשין, עיגן את הבניית שיקול הדעת השיפוטי והעניק מעמד בכורה לעיקרון ההלימה, היינו קיומו של יחס הולם בין חומרת מעשי העבירה, בנסיבותיו ומידת אשמו של הנאשם ובין סוג ומידת העונש המוטל עליו. בהתאם לתיקון לחוק, על בית המשפט לקבוע את מתחם העונש ההולם למעשה העבירות שביצע הנאשם. לשם כך יתחשב בית המשפט בערך החברתי שנפגע מביצוע העבירה, במידת הפגיעה בו, במדיניות הענישה הנהוגה ובנסיבות הקשורות בביצוע העבירה המפורטות בסעיף 40ט' לחוק העונשין. לכשייקבע מתחם הענישה, יקבע בית המשפט את העונש המתאים, בתוך המתחם, אשר יוטל על הנאשם וזאת בהתחשב בנסיבות שאינן קשורות בביצוע העבירה המפורטות בסעיף 40יא' לחוק. בית המשפט רשאי לחרוג ממתחם העונש ההולם בשל שיקולי שיקום או הגנה על שלום הציבור לפי סעיפים 40ד' ו40 ה' לחוק. כתב האישום מספר על עבירת אלימות המופנית כלפי בני המשפחה, בתוך התא המשפחתי. האלימות אותה ספגה המתלוננת, פגעה בכבודה ובזכותה לביטחון ולהגנה, כך גם פגעה בשלמות גופה ובשלמות רכושה. כפי שנכתב ברע\פ 3719/21 פלוני נ' מדינת ישראל (07.06.21): \""זה לא מכבר, עמדתי על הפסול שבתופעת האלימות בתוך התא המשפחתי, ההרס שיכול להיגרם בעקבותיה, ובפרט הפגיעה בתחושת הביטחון של יושבי הבית, כבודם ושלמות גופם (רע\""פ 538/21 פלוני נ' מדינת ישראל (4.2.2021))\"". וכן ברע\""פ 2486/19 נאטור נ' מדינת ישראל, פסקה 10 (11.4.2019): \""עבירות אלימות נגד בן זוג פוגעות בשלמות גופו של בן הזוג, בביטחונו, בכבודו ובשלוות חייו. יש לייחס לעבירות אלו חומרה יתירה, באשר ככלל הן מתרחשות בין כתלי הבית באופן הסמוי מן העין, תוך ניצול פערי כוחות פיזיים בין בני הזוג, ולעיתים תוך ניצול תלות כלכלית ורגשית של בן או בת הזוג\"". (ור' גם רע\""פ""",train
"יחדיו והנאשם הוא המפרנס היחיד, תקופת מאסרו של הנאשם תשפיע גם על המתלוננת וילדיהם. בשים לב לנתון זה, לא אורה על תשלום פיצוי לטובת המתלוננת, שכן כל פיצוי שכזה ישולם בעצם מכיסה וידרדר מצבם הכלכלי שלה ושל ילדיה אף יותר. בשים לב לנתונים שפורטו, מצאתי לנכון למקם את הנאשם מעט מתחת לרף האמצעי של המתחם ולהטיל על הנאשם תקופת מאסר בפועל, לצד ענישה הצופה פני עתיד. לאור האמור, אני מטיל בזאת על הנאשם את העונשים הבאים: מאסר בפועל למשך 17 חודשים שיחושב ממועד מעצרו של הנאשם לפי רישומי שב\ס. מאסר על תנאי של 10 חודשים למשך 3 שנים והתנאי הוא שהנאשם לא יעבור בפרק זמן זה, לאחר שחרורו מריצוי תום מאסרו בגין תיק זה, על כל עבירת מסוג אלימות מסוג פשע על פי חוק העונשין התשל\""ז – 1977 ויורשע בה. מאסר על תנאי של 6 חודשים למשך 3 שנים והתנאי הוא שהנאשם לא יעבור בפרק זמן זה, לאחר שחרורו מריצוי תום מאסרו בגין תיק זה, על כל עבירת מסוג אלימות מסוג עוון על פי חוק העונשין התשל\""ז – 1977 ויורשע בה.""",train
"למאסר מאחורי סורג ובריח בו ייחשף לתרבות עבריינית. כך גם, השכילה המאשימה לבקש כי עונש המאסר שיוטל על המבקש יינשא בעבודות שירות ודעתי במקרה זה כדעתה. עתירת ב\כ המאשימה להפעלת סעיף 40א לפקודת התעבורה – פסילה לתקופה של 10 שנים: כאמור, לאור עבירותיו הקודמות של הנאשם, ביקשה ב\""כ המאשימה להטיל על הנאשם פסילה בפועל למשך 10 שנים. ב\""כ הנאשם ביקש מבית המשפט להימנע מהשתת הפסילה לתקופה זו ולהסתפק בתקופת פסילה קצרה אך, במקרה זה לא נמצאו שיקולים שיצדיקו את הסטייה מפסילת המינימום הקבועה בסעיף 40א(א)1 לפקודה. אמנם בסעיף 40א(ג)(1) ניתן לבית המשפט שיקול דעת לסטות לקולא מעונש זה, אך כל זאת בהתקיים שני תנאים מצטברים. הראשון, קיום נסיבות מיוחדות שיפורשו בפסק הדין. השני, שבית המשפט שוכנע כי אין בהמשך הנהיגה על ידי הנאשם משום סכנה לציבור. יש להדגיש כי סמכות זו מוגבלת, והפעלתה טעונה נימוקים משכנעים תוך עמידה בשני התנאים, אחרת הדבר יביא לריקון סעיף זה, התכליות שביסודו והעונש בצידו מכל תוכן ואף יהפוך את הוראת המחוקק לאות מתה. כפי שנכתב בעפ\""ת (חי') 29969-03-19 מדינת ישראל נ' אבו דעוף (04.04.19 [פורסם בנבו]): מצוות המחוקק בהפעלת עונש הפסילה הקבוע בסעיף 40א לפקודה הינה ברורה, ומהכלל ניתן לסטות אך ורק בשני תנאים המצטברים, שלא מתקיימים במקרה זה... הנימוק הכללי לפיו יש לתת למשיב \""את האפשרות לשנות את אורחותיו ואת דפוסי התנהלותו בכביש עד היום\"", הינו כללי ונראה כי נכון לכל נאשם. אישור נימוק זה כמצדיק סטייה מהכלל תרוקן סעיף זה, התכליות שביסודו והעונש שבצדו מכל תוכן, ואף תהפוך את הוראת המחוקק לאות מתה. ור' גם עפ\""ת (חי') 61447-06-21 מדינת ישראל נ' ג'ארחי (21.07.21), עפ\""ת (חי') 67501-02-20 עסאף נ'""",train
"כשלוש שנים, והם תקפים גם היום ביתר שאת. באשר למדיניות הענישה הנוהגת, בפסיקה נקבע מנעד רחב של מתחם עונש הולם לעבירות בהן הורשע הנאשם וכל מקרה ומקרה נבחן לגופו על פי נסיבותיו. על אף פוטנציאל הנזק שיכול היה להיגרם, הרי שלמרבה המזל, הסתיימה תקיפת המתלוננת בידי הנאשם בסימנים אדומים בראשה , בידיה וברגליה (לא הוגש תיעוד רפואי בעניינה). אין בכך כדי להקל ראש או לטעון שהן עניין של מה בכך ואולם, אין גרימת סימני אדמומיות שטחיים כגרימת שברים או חבלות חמורות וחודרניות. סקירת ההלכה מעידה כי מנעד הענישה, בעבירות תקיפת בת זוג וגרימת חבלה של ממש, הנו רחב: ת\פ 5121-07-20 מ\""י נגד לב, בו נקבע מתחם ענישה 8-18 חודשים ובית המשפט גזר 13 חודשי מאסר. רע\""פ 1529/23 אבנר שמלה נגד מ\""ד (החלטה מיום 15.3.23, פורסם בנבו)- בית המשפט הותיר על כנו את מתחם הענישה שנע בין 12-24 חודשי מאסר בגין מספר אירועי תקיפת בת זוג בשלושה מועדים על ידי נאשם צעיר ללא עבר פלילי וגזר עליו 14 חודשי מאסר בפועל לצד ענישה נלווית. רע\""פ 1007/22 פלוני נגד מ\""י (החלטה מיום 23.3.22)- בגין שני אירועי תקיפת בת זוג, בית המשפט השלום קבע מתחם ענישה שנע 9-18 חודשי מאסר בפועל. בית המשפט המחוזי החמיר עם הנאשם, וגזר עליו 19 חודשי מאסר בפועל לצד ענישה נלווית. ת\""פ 33475-09-21 ג'ורבאן- -שם דובר על נאשם עם עבר פלילי כאשר עמד נגדו עונש מאסר מותנה של 6 חודשים ובסופו של יום בית המשפט קבע 9 חודשי מאסר בפועל. עפ\""ג 28457-09-21 פונקץ נגד מ\""י (החלטה מיום 14.10.21) – שם דובר על תקיפה של משיכה בשיער ובאצבע המתלוננת ללא תקיפה בחפצים וחבלה במזיד ברכב,""",train
"משנת 2016 בגין עבירה שבוצעה בשנת 2014 כאשר כפי שהתרשם שירות המבחן, מאז עלה הנאשם על דרך המלך אלא שאירוע הירי בו נפגע, פגע בדרכו של הנאשם. בנסיבות אלה, אינני מוצא לייחס חומרה יתרה לעברו של הנאשם אך מבהיר לו כי עליו להמשיך ולהתמיד בדרך בה בחר בשנת 2016 וכי אל לו לשוב ולהתנהל באלימות פן תיכחד הדרך בה הלך. מנגד ולחומרה, יש לשקול לחובת הנאשם את העובדה שלא הביע נזקקות טיפולית במסגרת שרות המבחן, ואת עמדתו בפניהם בהקשר זה, וכן הצמצום מחומרת מעשיו. בעניין זה יש ליתן משקל גם להתרשמות שרות המבחן לכך שלאור מצבו הנפשי של הנאשם ובהיעדר התערבות, קיים סיכון סביר לפיו עלול הנאשם לשוב ולבצע עבירות דומות. בשים לב לשיקולים האמורים, בהתחשב בתקופת מעצרו של הנאשם, מצבו הנפשי ונסיבותיו המשפחתיות, כמו גם הנזקים אשר נגרמו בפועל, החלטתי לקבוע את עונשו של הנאשם ברף האמצעי של מתחם העונש ההולם. המאשימה ביקשה לגזור על הנאשם מאסר מאחורי סורג ובריח אולם עמדה זו איננה הולמת את נסיבות העבירות ותוצאתן. כך גם, לא נעלמה מעיני פגיעתו של מאסר בפועל, אפילו לתקופה קצרה בנאשם ובבני משפחתו וזאת בשים לב למצבה הרפואי של גרושתו ואם ילדיו. יתרה מכך, בשים לב לנסיבות שתוארו בתסקיר שירות המבחן, אינני סבור שיש אינטרס בחשיפת הנאשם לתרבות עבריינית ומשכך, איני מוצא לנכון להטיל עליו עונש מאסר מאחורי סורג ובריח. משכך ולאור האמור לעיל, אני מטיל בזאת על הנאשם את העונשים הבאים: מאסר בפועל למשך 9 חודשים בניכוי ימי מעצרו בתיק מ\ת 48759-08-21 על פי חישוב שב\""ס. תקופת המאסר תינשא בעבודות שירות כמפורט בחוות דעתו של הממונה על עבודות השירות. הנאשם ירצה את עבודות""",train
