document,paragraph_number,text,label
ME-17-06-55670-340,43,"בע""פ 8956/10 אופק תשובה נגד מדינת ישראל (פורסם בנבו, 15.07.2012) המערער נסע אחרי רכבו של המתלונן, אתו היה לו סכסוך כספי, כשהוא נושא עמו אקדח טעון ללא היתר כדין. המתלונן עצר את רכבו ויצא לעבר רכבו של המערער, אשר החל להסיע את רכבו לאחור, ותוך כדי כך ירה לעבר המתלונן 5 יריות מן האקדח. הכדורים פגעו ברכבו של המתלונן, וכן בדלתו של בית סמוך. המערער פעל כפי שפעל במטרה להניע את המתלונן לשלם לו את סכום הכסף שדרש ממנו. המערער הורשע בעבירות של סחיטה באיומים; נשיאה והובלת נשק; היזק במזיד לרכוש; נהיגה ללא רישיון נהיגה; ונהיגה ללא ביטוח. ונגזרו עליו, בין היתר, 5 שנות מאסר בפועל.",1
ME-17-06-55670-340,45,"""כתב האישום המתוקן, שבו הודה המערער, מצייר תמונה חמורה. המערער הצטייד באקדח טעון, נסע בעקבות המתלונן, וירה לעברו כדורים חיים תוך שהוא נוהג ברכב. נסיבות אלו מלמדות כי לפנינו עבירת נשק, שחומרתה איננה מסתכמת רק במה שאירע בפועל, אלא גם במה שעלול היה להתרחש – קרי, הסיכון הפוטנציאלי שהיה טמון בהתנהגות המערער. האירוע נמשך דקות ארוכות, כך שהמערער יכול היה לקטוע את הידרדרות המצב, אולם הוא בחר שלא לעשות כן ובמקום זאת לגרום להסלמה מהירה ואלימה. החברה בישראל הפכה במהלך השנים לאלימה יותר. איומים בוטים וקשים הפכו לחזון נפרץ. ידם של רבים, רבים מדי, אוחזת לעיתים תכופות בנשק קר או חם. כל אלו הן תופעות מדאיגות ומסוכנות שיש להוקיע. התנהגות מעין זו בה הורשע המערער מסכנת לא רק את המעורבים הישירים בויכוח, אלא אף עוברי אורח אקראיים. בראיה זו, הענקת משקל יתר לטענת הגנה בדבר רקע שמסביר את ביצוע העבירה – תסיט את בית המשפט מתפקידו להילחם נגד התופעה בנחישות הדרושה (השוו: ע""פ 2057/12 תבל נ' מדינת ישראל [פורסם בנבו] (4.6.2012)). נדמה כי אין מנוס אלא לגזור על נאשם שמבצע מעשים כאלו עונש מאסר מוחשי.""",
ME-17-06-55670-340,46,"בע""פ 780/16 אנואר אבו דאהש שושה נגד מדינת ישראל (פורסם בנבו, 01.06.2016) נטען כי 11 חודשים לאחר ששני אחרים ירו לעבר המערער ושמונה מבני משפחתו, וגרמו לפציעתם של אביו ואחיו של המערער, הגיע המערער לבית אחיהם של השניים כשהוא אוחז באקדח שאותו נשא ללא רישיון. באותה העת שב המתלונן לביתו עם אשתו ושלושת ילדיהם, ולאחר שהמתלונן החנה את רכבו בחניית הבית והוא ובני משפחתו יצאו מהרכב, ירה המערער לעבר המתלונן 7 כדורים לפחות ממרחק קצר בכוונה לפגוע בו. המתלונן ומשפחתו התחבאו מאחורי הרכב במטרה לחמוק מהקליעים – שפגעו אך ברכב. ",0
ME-17-06-55670-340,51,"בע""פ 768/13 מוחמד נסאר נגד מדינת ישראל (פורסם בנבו, 29.10.2014) המערער הורשע בעבירות של חבלה בכוונה מחמירה, קשירת קשר לפשע ונשיאת נשק. המערער הגיע עם אחרים כשהם רעולי פנים ובידיהם נשקים למקום בו עבד המתלונן, כיוון את הנשק לעבר המתלונן וניסה לירות בו. עקב מעצור בנשק הירי לא בוצע. המתלונן נמלט, והמערער ניסה לירות עליו תוך כדי ריצה, ולמרות ששוטר רדף אחריו. הוא נדון ל- 7 שנות מאסר בפועל. הערעור על חומרת העונש נדחה. ",1
ME-17-06-55670-340,55,"	בע""פ 2957/10 שחדה אלאטרש נגד מדינת ישראל (פורסם בנבו, 23.01.2012) הורשע המערער, לאחר ניהול הוכחות, בעבירות של נשיאת נשק ותחמושת, חבלה בכוונה מחמירה, חבלה במזיד לרכב, הפרעה לשוטר במילוי תפקידו והעלבת עובד ציבור. בין משפחת המערער למשפחת המתלוננים היה קיים סכסוך. במועד מסוים, בעת שהמערער נסע ברכב עם אחר, כשהוא נושא על גופו אקדח טעון, הבחין במתלוננים שנסעו מולו, ואז חסם את רכבם, יצא מהרכב, כיוון את אקדחו לעבר רכב המתלוננים וירה לעברם 4- 6 קליעים ממרחק של מטרים ספורים. אחד הקליעים פגע ברכב. ",0
ME-17-06-55670-340,58,"""נדמה כי בית המשפט קמא הטיל על המערער עונש שאינו חמור בהתחשב בחומרת המעשים ובנזק שעלול היה להיגרם לחיי אדם כתוצאה ממעשיו, והרי בכגון דא יתכן כפסע אל מול נטילת חיים. כפי שציין בית המשפט, אין בהיעדר פגיעה בגוף כדי להפחית מחומרת התנהגותו של המערער, שירה בקור רוח מתוך תכנון מוקדם... בית משפט זה חזר והדגיש את החשיבות בענישה מרתיעה בעבירות אלימות ואת הצורך להילחם ברעה חולה זו. יפים לעניין זה דבריו של השופט א' א' לוי: ""על התנהגות מסוג זה יש להגיב ביד קשה, ואם לא כך ננהג, תשתלט האלימות על כל תחומי חיינו. אכן, בתי המשפט התריעו, ולאחרונה אף ביתר שאת כנגד נגע האלימות. אולם, הגיעה השעה לעשות מעשה, ובראש וראשונה, להבהיר בדרך הענישה לעבריינים בכוח ... כי המענה לאלימות תהיה כליאה ממושכת, ולתקופות מאסר שעלולות להיות משמעותיות. עם זאת, אין כוונתי לומר שיש לזנוח כליל שיקולים של שיקום העבריין ... אולם המציאות בה אנו חיים מציאות חירום היא, ועל כן שיקולים מסוג זה הינם שניים במעלה, וקודמים להם שיקולי גמול והרתעה"" (ע""פ 3562/05 פלוני נ' מדינת ישראל [פורסם בנבו]).""",0
ME-17-06-55670-340,59,"בע""פ 6022/10 מוחמד שלעאטה נגד מדינת ישראל (פורסם בנבו, 28.12.2011) הורשע המערער בעבירות של החזקת ונשיאת נשק, חבלה בכוונה מחמירה, חבלה במזיד ברכב, ירי באזור מגורים והתנהגות פסולה במקום ציבורי. המערער החזיק אקדח שלא כדין. משלא נענו חיזוריו לקטינה אותה רצה לשאת לאשה, במועד מסוים, בעת שחלף לידו רכב ובו 4 נוסעים ביניהם אחיה של הקטינה, ירה המערער לכיוון האוויר, בטבורה של עיר, וזמן קצר לאחר מכן ירה לעבר רכב ופגע בו. הוא נדון ל- 53 חודשי מאסר בפועל (מהם 3 חודשי מאסר על תנאי שהופעל). ",1
ME-17-06-55670-340,61,"""המערער הורשע בעבירות שמעצם טיבן כרוך בהן סיכון לחיי אדם. ככלל, יש להחמיר עם מי שעושה שימוש בנשק חם (ע""פ 3573/08 עוואדרה נ' מדינת ישראל (לא פורסם, 13.4.2010)), ובמיוחד כאשר השימוש בנשק חם נעשה באזור מגורים, מה שעלול לגרום לפגיעה בעוברי אורח תמימים. לכך יש להוסיף כי לחובת המערער עבר פלילי הכולל הרשעה קודמת משנת 2001 בעבירות של סיכון חיי אדם בנתיב תחבורה בירי, והשתתפות בהתפרעות לפי סעיף 152 לחוק; וכן הרשעה קודמת משנת 2009 בעבירה של התנהגות פרועה במקום ציבורי. בנוסף, יש לזקוף לחובתו של המערער את העובדה שלא מסר למשטרה עד עצם היום הזה את האקדח בו ירה. """,0
ME-17-06-55670-340,76,"""אולם אחד מן השיקולים אשר ניתן לשקול בעת גזירת הדין (שאין בכוחו להביא לחריגה ממתחם הענישה) הריהו רלוונטי לאירוע נושא דיוננו – הצורך בהרתעת הציבור. האלימות הגואה במקומותינו אינה גזירת-גורל ולא כורח המציאות. יש צורך לשנות את המאזן. במקום שאזרחים ישרים תמימי-דרך יִרְאו ויִרָאו, יחששו לבטחונם, יהיו אלה העבריינים האלימים – בכוח ובפועל – שאימת הדין תיפול עליהם, והם יֵרתעו מפני שימוש בנשק קר וחם לשם חיסול חשבונות בעשיית דין עצמית. שינוי המאזן – הסבת יראת האנשים התמימים לאימת אנשי-המדון – צריך להעשות גם באכיפה ובענישה קשה.""- ע""פ 8641/12 מחמד סעד נ' מדינת ישראל [פורסם בנבו] (05.08.13)",0
ME-17-04-30875-798,55,"יפים לעניין זה דברי כב' השופטת פרוקצ'יה בע""פ 9349/07 איסמעיל חאמד נ' מדינת ישראל (23.6.08):",0
ME-17-04-30875-798,81,"בית המשפט העליון קבע לאחרונה בע""פ 2398/14, ענאן אלהוזייל נ' מדינת ישראל ",0
ME-17-04-30875-798,87,"ע""פ 6008-15 אנס עויסאת נ' מדינת ישראל – המערערים הורשעו, על יסוד הודאתם, בעבירה  של קשירת קשר לסיוע לאויב בזמן מלחמה. המערערים 1 ו-2 החליטו לבצע פיגוע טרור נגד אזרחים יהודים בירושלים. הם תכננו להתלבש בלבוש חרדי ולבצע פיגוע ירי באולם שמחות המיועד לציבור החרדי, ערכו בירורים על רכישת רובה מסוחר נשק ואף נפגשו עם הסוחר מספר פעמים. בהמשך, צירפו השניים את המערער 3 לתכניתם, אשר סייע בגיוס הכספים לקניית הרובה. בסמוך, נסעו השלושה לאולם השמחות, בחנו את המקום והחליטו על נתיב לפיגוע. בחודש ינואר התגלע סכסוך בין השניים לבין המערער 3 והשניים צירפו לתכניתם אדם אחר במקומו עמו החליטו לבצע את הפיגוע. בתחילת שנת 2013, פנה המערער 3 למערער 1 והציע לו להצטרף אליו בביצוע פיגוע לעבר מטרות יהודיות והמערער 1 סירב. בית המשפט המחוזי קבע את מתחם העונש ביחס לשלושת המערערים במתחם של 6-10 שנות מאסר בפועל וגזר על המערערים 1 ו-2 עונש של 8 שנות מאסר בפועל ואילו על המערער 3 עונש של 7 שנות מאסר בפועל. בית המשפט העליון לא התערב בעונש וציין: ""חומרת העבירות בהן הורשע המערער והסכנה הגלומה באפשרות של מימוש תוכניתו מחייבים אותנו לנקוט בענישה מחמירה. לכך מצטרפים שיקולים של הרתעת הרבים, להם נודע מקום דומיננטי בסוג העבירות בהן עסקינן"".  ",1
ME-17-04-30875-798,89,"ע""פ 6467/12 ג'יהאד אטון נ' מדינת ישראל - המערער הורשע ע""פ הודאתו בעבירות של מגע עם סוכן חוץ, חברות בארגון טרוריסטי, פעולה ברכוש למטרות טרור ומתן שירות לארגון טרוריסטי וכן הורשע לאחר ניהול הוכחות, בקשירת קשר לסייע לאויב במלחמה. בימ""ש קמא גזר על המערער ארבע וחצי שנות מאסר לריצוי בפועל ושנת מאסר על-תנאי. המערער, אזרח ישראלי, הצטרף לארגון החמאס. המערער שהה במטה הצלב האדום במשך חודש ימים ""וסייע בארגון המחאה והשהות במקום"". ",1
ME-17-04-30875-798,92,"תפח (י-ם) 26637-09-13 מדינת ישראל נ' חמדי רומאנה- הנאשם הורשע ע""פ הודאתו בעבירות של קשירת קשר לסיוע לאויב במלחמה וקשירת קשר לפשע – ייצור נשק, בשל כוונתו לבצע פיגוע רב- נפגעים. הנאשם החליט להכין מטען חבלה ולהניחו במקום הומה אדם בירושלים כדי לרצוח מספר רב של ישראלים. כדי לממש תוכנית זו, למד הנאשם כיצד להכין חומרי נפץ ומטעני חבלה באמצעות הדרכה שמצא באינטרנט ופעל לאיסוף חומרים כימיים שונים מהם ניתן להכין חומרי נפץ. הנאשם הפך חדר בביתו למעבדת ניסיונות לייצור מטעני חבלה. לשם איסוף החומרים יצר הנאשם קשר עם שלושה תושבי רמאללה אשר מסרו לידיו חומרים שונים שנועדו להכנת מטענים. כמו כן, פנה הנאשם אל אחד מהם וביקש שישיג עבורו אקדח. ",0
ME-17-04-30875-798,95,"ע""פ 4053/08 פלוני נ' מדינת ישראל – המערער הורשע בעבירה של קשירת קשר לסייע לאויב במלחמה והוטל עליו עונש של 9 שנות מאסר בפועל. ",1
ME-17-04-30875-798,106,"ע""פ 8133/15 יונס נ' מדינת ישראל [פורסם בנבו] (5.4.2017) – המערער הורשע בהחזקה ונשיאת נשק שלא כדין, הפרעה לשוטר בעת מילוי תפקידו, ועבירות נהיגה ללא רישיון וללא פוליסת ביטוח. על פי כתב האישום שהוגש נגדו, המערער נהג ברכב ללא רישיון כשלצידו נאשם נוסף. לאחר שהבחין ברכב משטרה האיץ המערער את נסיעתו, פגע ברכב המשטרתי, ולאחר מכן עצר את רכבו וברח מהמקום. גם הנאשם הנוסף ניסה לברוח מהרכב, כשהוא אוחז בתיק שבו נמצאו שני תתי מקלע מאולתרים, שלוש מחסניות וקופסת תחמושת. בית המשפט המחוזי העמיד את מתחם העונש ההולם על 12 עד 36 חודשי מאסר בפועל, והשית על המערער עונש של 14 חודשי מאסר. ערעורו של המערער על קולת העונש נדחה ובית המשפט העליון ציין, כי העונש שהושת עליו נוטה לקולא.",1
ME-17-04-30875-798,111,"""החזקת נשק שלא כדין היא עבירה חמורה המאיימת על שלום הציבור ובטחונו ומגלמת בתוכה פוטנציאל לגרימת נזק קטלני. על כן, היא מחייבת ענישה אשר תרתיע את היחיד והרבים. יש ליתן משקל בכל מקרה לסיכון הגלום בכך שנשק בעל פוטנציאל קטילה מוחזק מבלי שיש עליו ועל בעליו פיקוח מוסדר של הרשויות, כאשר המחזיק נתון תמיד לסיכון שיתפתה לעשות שימוש בנשק, ולו ברגעי לחץ ופחד"" (ע""פ 3300/06 אבו סנינה נ' מדינת ישראל (15.08.2006)).",0
ME-17-04-30875-798,113,"ע""פ 2892/13 אודתאללה נ' מדינת ישראל (29.09.2013) - המערער הורשע בעבירות של נשיאה והובלה של נשק שלא כדין והסתייעות ברכב לביצוע פשע, ונדון לעונש של 21 חודשי מאסר בפועל.",1
ME-17-04-30875-798,117,"ברע""פ 4559/16 מועתאז נוסיראת נ' מדינת ישראל (22.6.16) רשות ערעור של מבקש אשר הורשע בהחזקת נשק ותחמושת. בית-משפט השלום קבע בעניינו של אותו מבקש מתחם עונש הנע בין 9 לבין 24 חודשי מאסר בפועל, ונוכח התסקיר החיובי שהוגש ונסיבותיו האישיות של אותו מבקש מצא לחרוג לקולא מהמתחם שקבע וגזר על אותו מבקש שישה חודשי מאסר בפועל לריצוי בדרך של עבודות שירות, לצד קנס ומאסר על תנאי. בית-המשפט המחוזי מרכז-לוד, בעפ""ג 27108-01-16 קיבל את ערעור המדינה בעניינו של אותו מבקש, הדגיש כי מדיניות הענישה הנוהגת היא הטלת מאסר בפועל גם על מי שזו עבירתו הראשונה וגם עת מדובר בנאשם נורמטיבי ללא עבר פלילי, והעמיד את העונש על תשעה חודשי מאסר בפועל. בית-המשפט העליון ציין כי: ""מצאתי כי העונש שהשיתה עליו ערכאת הערעור הוא ראוי ומאזן היטב בין מכלול נסיבות העניין ובכללן חומרתה הרבה של העבירה בה הורשע ונסיבותיו המקלות"".",1
ME-18-03-50551-148,28,"9.	בענייננו, מדובר באירוע אחד. עבירה של סחר בנשק טומנת בחובה סכנה ממשית פוגעת בערכים החברתיים של בטחון הציבור, שלום הציבור ושלטון החוק. נשק בלתי חוקי המצוי בידיים בלתי מורשות מסכן את הציבור כולו. יפים לענייננו הדברים שנאמרו בע""פ 2251/11 ג'מאל נפאע נ' מדינת ישראל (2011): ""סחר בלתי חוקי בנשק סולל את הדרך לפעילות אלימה ובלתי חוקית והדבר חמור שבעתיים במציאות הישראלית בה קיים חשש תמידי כי נשק המוחזק באופן בלתי חוקי יתגלגל לא רק לידיים עברייניות, עניין חמור לעצמו, כי אם לידיהם של אלה המבקשים להוציא אל הפועל פעילות חבלנית עוינת"".",0
ME-18-03-50551-148,32,"11.	פסיקה רבה עוסקת במימדיה המדאיגים של תופעת הסחר הבלתי חוקי בנשק, הסכנות הנשקפות ממנה להסלמה באלימות העבריינית והאידאולוגית כאחד, הקלות היחסית שבה ניתן לבצעה ומאמציהן הרבים של רשויות אכיפת החוק לתפיסת סוחרי הנשק, וקוראת – בכפוף לנסיבותיו הקונקרטיות של כל מקרה ומקרה – להחמיר באופן הדרגתי בעונשי המאסר הנגזרים על נאשמים בעבירות אלו (ר': 1332/04  מדינת ישראל נ' פס, פ""ד נח (5) 541; ע""פ 4460/11 מדינת ישראל נ' פאיד (2011); ע""פ 8045/17 בראנסי נ' מדינת ישראל (2018)). ",0
ME-17-09-34413-331,41,"7.	ההלכה הפסוקה מורה כי קיומו של הסדר טיעון אינו מבטל את תחולתו של תיקון 113 לחוק העונשין, ועל בית המשפט לבחון את הסדר הטיעון, על פי אמות המידה המקובלות ובהתאם לנסיבות המקרה ונסיבותיו האישיות של הנאשם (ראו ע""פ 512/13 פלוני נ' מדינת ישראל (4.12.2013)).",0
ME-17-09-34413-331,45,"	הערכים החברתיים שנפגעו מביצוע העבירות בתיק זה הם שלומם, ביטחונם, שלמות גופם ורכושם של נפגעי העבירה, של הדיירים המתגוררים בסמוך ושל עוברי אורח. בפסיקה  הודגש, במספר רב של הזדמנויות, הצורך שבית המשפט יתרום את תרומתו למיגור תופעת השימוש בנשק, שהפכה למכת מדינה.  בע""פ 27/17 בסל נ' מדינת ישראל (12.12.2017) נאמר כי: ",0
ME-17-09-34413-331,47,"""בית משפט זה פסק בעבר כי לא ניתן להשלים עם עבירות בכלי נשק, והדגיש את חומרתן הרבה של עבירות אלו, על הסכנות הטמונות בהחזקת נשק שלא כדין, ועל אחת כמה וכמה ברכישה, בנשיאה ובהובלה של נשק שלא כדין, אשר לעתים משמש לא רק לפעילות עבריינית אלא גם לפעילות חבלנית עוינת על רקע ביטחוני. ואכן, המגמה בשנים האחרונות ביחס לעבירות נשק היא של החמרה ברמת ענישתם של המעורבים בהם, תוך מתן ביטוי עונשי הולם לסכנה הנשקפת מהן (ראו למשל: ע""פ 4154/16 דהוד נ' מדינת ישראל, פיסקה 11 (19.1.2017))"". ",0
ME-17-09-34413-331,49,"9.	לצד חומרת המעשים, אין להתעלם מהקשיים הראייתיים המשמעותיים עליהם עמדו הצדדים, ואשר הובילו להסדר הטיעון. ככלל, נדרש בית המשפט לקיים הסדרי טיעון שהונחו בפניו בשל טעמים הקשורים בחשיבותם ובמעמדם של הסדרים אלה. לצד זאת, על בית המשפט לבחון אם הסדר טיעון מסוים שהונח בפניו, לרבות העונש שהוצג במסגרתו,  מאזן בין טובת ההנאה שמעניק ההסדר לנאשם לבין האינטרס הציבורי. יפים לעניין זה דברי כב' הנשיאה בייניש בע""פ 1958/98 פלוני נ' מדינת ישראל, פ""ד נז(1), 577, שם נקבע כי:",0
,,,
ME-17-02-48435-315,12,"בהקשר לעבירות אשר מבוצעות על רקע גזעני וחומרתן ראוי להפנות לדברי כב' השופט א' רובינשטיין בע""פ 5469/13 פלוני נ' מדינת ישראל [פורסם בנבו] (13.4.14):",0
ME-17-02-48435-315,34,"	ראו גם דברי כב' השופט י' עמית בע""פ 3981/14 פלוני נ' מדינת ישראל [פורסם בנבו] (3.8.14):",0
ME-17-02-48435-315,36,"בע""פ 3511/17 מדינת ישראל נ' ריא [פורסם בנבו] (17.9.17), התקבל ערעור המדינה כנגד עונשם של נאשמים אשר הורשעו בעבירות של ייצור נשק, נשיאה והובלת נשק, ניסיון הצתה והיזק בזדון. הנאשמים תכננו פעולת נקמה על ירי שבוצע על ידי כוחות הביטחון, הכינו שישה בקבוקי תבערה, נכנסו אל תוך יישוב כשהם רעולי פנים, התמקמו בסמוך לחניון בקיבוץ ובו מתחם המשמש לאירוח קבוצות והשליכו את בקבוקי התבערה אל עבר האוהל על מנת להציתו. חלק מבקבוקי התבערה שהתלקחו פגעו בגג האוהל, חדרו לתוכו וגרמו לשריפת חלק מן הגג ולשריפתם של כסא פלסטיק ושטיחים אשר היו בתוכו. בית המשפט העליון קבע כי מתחם הענישה ההולם שנקבע (בין 6 חודשי מאסר בפועל לבין שנה וחצי מאסר בפועל) נוטה לקולא. על הנאשמים הושתו 12 חודשי מאסר בפועל חלף 6 חודשי עבודות שירות. ",1
ME-17-02-48435-315,45,"ע""פ  3450/16 פלוני נ' מדינת ישראל [פורסם בנבו] (7.8.16), נדחה ערעורו של מערער, אשר היה קטין במועד ביצוע העבירות, והורשע בביצוע עבירות של תקיפה בנסיבות מחמירות ממניע גזעני; תקיפת עובד ציבור; ניסיון היזק בזדון ממניע גזעני; היזק בזדון ממניע גזעני; ניסיון תקיפה בנסיבות מחמירות; ושיבוש מהלכי משפט. העבירות בוצעו על רקע לאומני-גזעני. הנאשם הורשע בחמישה אישומים: באישום הראשון, בכך שביחד עם שני אחרים תקפו מתלונן בשל היותו ערבי. השלושה הגיעו למקום כשהם רעולי פנים, הנאשם נותר לתצפת, והאחרים התיזו לעבר המתלונן גז מדמיע, היכו אותו באגרופים ובאמצעות קרש. באישום השני זיהו הנאשם והאחרים משאית שהייתה בבעלות אדם ערבי, הסתתרו בסמוך כשהם רעולי פנים, בעת שהנאשם מתצפת, האחרים יידו אבנים לעבר המשאית. באישום השלישי, בעת שהנאשם תצפת, האחרים כרתו עצי זית השייכים לערבים, וריססו כתובות ""תג מחיר"". באישום הרביעי יידה הנאשם אבנים. באישום החמישי, קיבל הנאשם מידע מודיעיני מחייל, בנוגע אליו ולחבריו. הנאשם נידון ל- 8 חודשי מאסר בפועל.",1
ME-17-02-48435-315,46,"בע""פ 3657/16 אל עוברה נ' מדינת ישראל [פורסם בנבו] (‏25.1.2017), נדחה ערעורו של נאשם אשר הורשע בעבירה של חבלה במזיד ברכב מתוך מניע של עוינות כלפי הציבור. הנאשם חרט, באמצעות אבן, סימנים של ""צלב קרס"" על גבי אחד עשר כלי רכב, בשל כך שסבר כי בעלי הרכב מוצאם יהודי. נידון ל- 8 חודשי מאסר בפועל. ",1
ME-17-02-48435-315,47,"לת""פ (מח' חי') 31087-09-14 מדינת ישראל נ' מסרי [פורסם בנבו] (20.1.16), שם הורשעו הנאשמים בעבירה של חבלה במזיד לרכב וכן עבירה של מעשי פזיזות ורשלנות. הנאשמים הגיעו סמוך לביתו של המתלונן, כשהם מצוידים בבקבוק בנזין ובפיסת בד אותה הכניסו לפיית הבקבוק. בהתקרבם לרכב של המתלונן אשר חנה ליד ביתו הציתו אש בבקבוק, והאש התלקחה ואחזה גם ברכב. כתוצאה ממעשיהם של הנאשמים עלה הרכב באש ונגרמו לו נזקים. בית המשפט קבע מתחם שהינו בין 6 ל- 12 חודשי מאסר ואולם סטה ממנו נוכח שיקולי שיקום והטיל עונשים צופי פני עתיד. ",1
ME-17-02-48435-315,49,"ת""פ (מח' מרכז-לוד) 25842-03-12 מדינת ישראל נ' סבן [פורסם בנבו] (27.2.13), שם הורשע הנאשם בעבירה של חבלה במזיד ברכב, בדרך של השלכת בקבוק תבערה לתוך רכב חונה, גזר הדין ניתן שלא על פי תיקון 113 ולכן גם לא נקבע מתחם עונש הולם. בית המשפט אימץ את המלצת שירות המבחן והטיל על הנאשם עונש של  6 חודשי מאסר בעבודות שירות.",1
ME-17-02-48435-315,51,"ת""פ (מח' חי') 37185-11-14 מדינת ישראל נ' דבש [פורסם בנבו] (10.3.15), שם הנאשם הורשע בעבירת מעשה פזיזות ורשלנות ועבירת איומים. במסגרת הליך משפטי הוצא צו פינוי מדירה נגד הנאשם, בטרם ביצועו איים הנאשם על נציג חברת עמידר כי ישרוף את הדירה. במועד בו הגיעו לדירה נציגי עמידר יחד עם שוטרים לביצוע הפינוי, הצית הנאשם מזרן באחד מחדרי השינה, המזרן התלקח והאש התפשטה גם לרצפת הדירה. בית המשפט קבע מתחם שבין עונש מאסר מותנה ל- 12 חודשי מאסר בפועל והטיל על הנאשם  עונש מאסר מותנה.",1
ME-17-02-48435-315,52,"ת""פ (מח' חי') 26651-04-14 מדינת ישראל נגד פלוני [פורסם בנבו] (29.11.15), שם בעקבות ויכוח בין הנאשם למתלוננת שהייתה בת זוגו, הצית הנאשם שולחן ושידה בדירתם ותקף את בת המתלוננת שניסתה לכבות את האש. הנאשם הורשע בעבירת הצתה ותקיפה הגורמת חבלה ממשית. בית המשפט קבע מתחם שבין 4 חודשי מאסר בפועל, שיכול וירוצו בעבודות שירות ל- 18 חודשי מאסר בפועל. לאור הבעיות הנפשיות של הנאשם אימץ בית המשפט את הפן השיקומי והעמידו במבחן, ביחד עם צו של""צ. ",1
ME-17-02-48435-315,53,"ת""פ (מח' י-ם) 53784-12-13 מדינת ישראל נ' סוויסה [פורסם בנבו] (23.9.14), הנאשם שם הורשע בחמש עבירות ביניהן מעשה פזיזות ורשלנות באש. באותו מקרה הנאשם בין השאר שפך דלק על רכב והציתו, בית המשפט קבע כי מתחם העונש ההולם נע בין 3-4 חודשי מאסר בעבודות שירות ועד 18 חודשי מאסר והטיל על הנאשם 5 חודשי מאסר בעבודות שירות, כאשר בית המשפט הבהיר כי עונש זה אינו משקף את מלוא חזות הענישה, שכן הנאשם שהה חודש במעצר מאחורי סורג ובריח ובהמשך כשנה במעצר בית מלא.",1
ME-17-02-48435-315,54,"4.	המדינה טענה שמדובר במקרה נוסף וחמור של שימוש בנשק חם שמחייב ענישה מחמירה ואוזכרה פסיקה ביחס לצורך להחמיר בענישה בקשר לעבירות נשק ומעשי אלימות (ע""פ 6373/11 אלי זריהו נ' מדינת ישראל (30.5.2013) וע""פ 4697/11 מדינת ישראל נ' אלצאנע; ע""פ 5860/14 אסף לביא נ' מדינת ישראל (6.3.2016)).",0
ME-17-09-55908-387,23,"ע""פ 4314/04 ליסר יפין נ' מדינת ישראל (5.9.2007) נאשם חבל בשכנתו וגרם לה לפצעים ושברים בגולגולת, הוא נידון ל- 13 שנות מאסר בפועל. התוצאה אושרה בערעור וזאת למרות שהנאשם היה בן 67 בעת ביצוע העבירה. ",1
ME-17-09-55908-387,33,"בע""פ 4375/02 לזר דיין נ' מדינת ישראל (9.1.2003) נאשם בעל משפחה ללא עבר פלילי עם בריאות לקויה, ירה בממונה שלו בעבודה ונידון ל-13 שנות מאסר בערכאה הדיונית. בית המשפט העליון לא התערב בתוצאה.",1
ME-17-09-55908-387,35,"בע""פ 6101/16 אחמד עווד נ' מדינת ישראל (28.6.2017) בערכאה הדיונית הורשע המערער בירי לעבר שתי רגליו של מתלונן על רקע סכסוך ביניהם כאשר המערער חשד בקשר בין רעייתו לבין המתלונן. בערכאה הדיונית הוטלו 9 שנות מאסר בפועל ובערעור הופחת העונש לשמונה שנות מאסר. ",1
ME-17-09-55908-387,37,"בע""פ 8721/14 מוחמד אבו לבן נ' מדינת ישראל (28.9.2016) בערכאה הדיונית הודה המערער בכך שהוא שלף אקדח וירה לעבר משפחת ארוסתו לשעבר מספר יריות שגרמו לנזק למתלונן ברגלו ושכנה שהייתה במקום נפגעה בגבה. הוטלו 9.5 שנות מאסר והערעור נדחה.",1
ME-17-09-55908-387,39,"בע""פ 5860/14 אסף לביא נ' מדינת ישראל (6.3.2016) הורשעו המערערים על פי הודאתם בעבירות של חבלה בכוונה מחמירה ועבירות נשק. הושתו עליהם עונשים שבין 7-12 שנות מאסר בפועל כאשר העונש החמור ביותר הוטל על היורה בפועל. באותו מקרה ירו 25 כדורים מנשק חצי אוטומטי לעבר רכבו של המתלונן לאחר ביצוע הכנות מקיפות  לארוב לרכב. באותו מקרה נפגעו שלושה מיושבי הרכב. בית המשפט העליון לא התערב בעונשים ובפיצויים שנפסקו על ידי הערכאה הדיונית.",1
ME-17-09-55908-387,41,"בע""פ 4221/13 אייל וענונו נ' מדינת ישראל (26.3.2015) הנאשם הורשע בערכאה הדיונית על פי הודאתו בעבירה של חבלה בכוונה מחמירה כאשר הוא תקף את גרושתו ודקר אותה פעמים רבות באמצעות מברג ובאמצעות אבן בראשה, לאחר שהזמין אותה לדירתו. הוטל עליו עונש מאסר בפועל של 10 שנים, ערעורו נדחה. ",1
