gpt_response,text
לא נכון,כאן אציין כי לא נהירה לי טענת הסנגור לעניין האפליה  של המדינה בין הנאשם ובין הקטין.
לא נכון,"ב""כ המאשימה מסרה הסבר מניח את הדעת לגבי שחרורו של הקטין ממעצר בציינה כי הקטין שוחרר על –ידי בית משפט כבר בשלב שלפני הגשת כתב האישום."
לא נכון,"בכל מקרה, ברי כי אין דינו של נאשם בגיר, אף אם הוא בגיר-צעיר, כדינו של קטין."
לא נכון,"עוד אציין, לקולה, את עברו הנקי ללא רבב של הנאשם שהתנהל באורח נורמטיבי עד למועד ביצוע העבירה."
לא נכון,בנקודה זו אוסיף את התרשמות שירות המבחן מכך שההליך הפלילי מהווה עבור הנאשם גורם מרתיע וכן אציין את הערכת השירות המבחן כי קיים סיכון נמוך להישנות התנהגות אלימה בעתיד על-ידי הנאשם ברמת חומרה נמוכה.
לא נכון,הנאשם נטל אחריות למעשיו בפני שירות המבחן אף כי הפחית מחומרתם תוך מזעור המעשים ונטייה להסתרה.
לא נכון,"כמו כן, אזקוף לטובת הנאשם את גילו הצעיר תוך מתן הדעת, כאמור,  להתרשמות שירות המבחן ממאפייני אישיותו הילדותיים."
לא נכון,עוד אציין לקולה את היות משפחת הנאשם משפחה תומכת ונורמטיבית.
לא נכון,"שקלול מכלול הטעמים שאינם קשורים בביצוע העבירה, לרבות היות הנאשם נתון במעצר באיזוק אלקטרוני במשך תקופה ממושכת של יותר משנה, מצדיק, לדידי, את קביעת עונשו של הנאשם ברף התחתון של מתחם העונש ההולם הנ""ל וזאת לצד רכיב ענישה של מאסר מותנה."
לא נכון,"אני מבכרת שלא להשית על הנאשם קנס כספי בהינתן  שליחתו למאסר של ממש לתקופה משמעותית ונוכח גילו הצעיר, כמו גם העובדה שאין עסקינן במניע כלכלי שעמד בבסיס ביצוע העבירה."
לא נכון,"בסיכומו של דבר, אני דנה את הנאשם כדלקמן:"
לא נכון,"למאסר בפועל לתקופה של 14 חודשים, בניכוי ימי מעצרו- מיום 6/4/19 ועד ליום 27/5/19."
לא נכון,"אני דנה את הנאשם למאסר על תנאי לתקופה של 12 חודשים למשך 3 שנים, והתנאי הוא לבל יבצע הנאשם עבירה מסוג פשע לפי סעיף 144 לחוק העונשין התשל""ז-1977."
לא נכון,"אני דנה את הנאשם למאסר על תנאי לתקופה של 6 חודשים למשך 3 שנים, והתנאי הוא לבל יבצע הנאשם עבירה מסוג עוון לפי סעיף 144 לחוק העונשין התשל""ז-1977 ו/או עבירה של הפרעה לשוטר במילוי תפקידו כדין, לפי סעיף 275 לחוק הנ""ל."
לא נכון,המזכירות תמציא העתק מגזר הדין לשירות המבחן.
לא נכון,זכות ערעור לבית המשפט העליון תוך 45 יום.
לא נכון,"5129371ניתן היום,  ג' תמוז תש""פ, 25 ביוני 2020, במעמד ב""כ המאשימה, עו""ד אבי אור-זך,  ב""כ הנאשם עו""ד מסארווה, וכן הנאשם בעצמו."
לא נכון,"בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן"
לא נכון,נוסח מסמך זה כפוף לשינויי ניסוח ועריכה
לא נכון,"חוק העונשין, תשל""ז-1977: סע'  29, 144(ב2)"
לא נכון,העבירה בה הורשע הנאשם
לא נכון,"הנאשם הורשע על יסוד הודאתו בעובדות כתב אישום מתוקן במסגרת הסדר טיעון פתוח, בביצוע עבירה של סחר בנשק ובתחמושת – עבירה לפי סעיפים 144(ב2) ו-29 לחוק העונשין, התשל""ז-1977."
לא נכון,"על-פי האמור בכתב האישום המתוקן, סמוך ליום 26.2.20 פנה אדם בשם פחרי אבו נאב אל הנאשם, וביקש לרכוש ממנו אקדח."
לא נכון,"האקדח המוצע למכירה היה מאופסן בביתו של רמדאן נסאר, שהוא אחיו של הנאשם ושותפו לעסקי מכירת כלי נשק."
לא נכון,"כיוון שכך, נסעו הנאשם ופחרי לביתו של רמדאן כדי לקדם את עסקת רכישת האקדח."
לא נכון,"במהלך המפגש הציג רמדאן בםני פחרי אקדח מסוג BLOW  9 מ""מ שעבר הסבה ובכוחו להמית אדם."
לא נכון,"הנאשם ורמדאן אמרו לפחרי שהוא יוכל לנסות את האקדח ולירות בו בטרם ירכוש אותו, והם אף סייעו לפחרי בכך שטענו את האקדח בכדורים."
לא נכון,בהמשך לכך יצא פחרי למרפסת ביתו של רמדאן וירה מהמרפסת כדור אחד באוויר.
לא נכון,"פחרי שילם לנאשם ולרמדאן 9,000 ₪ במזומן בתמורה לאקדח וחמישה כדורים."
לא נכון,בהמשך לכך נטל פחרי את האקדח והחביא אותו בארון הבגדים בביתו.
לא נכון,"מספר ימים לאחר מכן, במועד שאינו ידוע במדויק למאשימה, רכש פחרי מהנאשם ומרמדאן 50 כדורים 9 מ""מ בתמורה ל-1,200 ₪."
לא נכון,ביום 5.3.20 הציע הנאשם לפחרי להחליף את האקדח שנמכר לו באקדח אחר טוב יותר בתמורה ל-500 ₪.
לא נכון,פחרי שאל מספר שאלות לגבי האקדח החדש וביקש מהנאשם שישלח לו תמונה של האקדח החדש.
לא נכון,בו ביום שלח הנאשם לפחרי תמונה כמבוקש.
לא נכון,לאחר קבלת התמונה התקיימה שיחה נוספת בין הנאשם לפחרי לגבי האקדח החדש.
לא נכון,"בסופו של דבר משהבין פחרי כי האקדח החדש שהציע לו הנאשם דומה בתכונותיו לאקדח שהוא רכש, הודיע פחרי לנאשם כי הוא איננו מעוניין לרכוש את האקדח החדש."
לא נכון,כאמור לעיל בגין המעשים האמורים הורשע הנאשם על יסוד הודאתו בביצוע עבירה של סחר בנשק ובתחמושת.
לא נכון,לבקשת הנאשם נערך תסקיר בעניינו.
לא נכון,להלן יובאו עיקרי התסקיר.
לא נכון,"הרקע המשפחתי של הנאשם מורכב, כמפורט בעמוד הראשון לתסקיר."
לא נכון,הנאשם סיים 9 שנות לימוד ולאחר פטירת אביו הוא נשר מהלימודים במטרה להשתלב בשוק העבודה.
לא נכון,לאורך השנים עבד הנאשם בעבודות מזדמנות בעיקר בתחום הניקיון והשיפוצים.
לא נכון,הנאשם נשוי בשנית ויש לו שני ילדים מאשתו הראשונה.
לא נכון,"לאורך השנים השתמש הנאשם בסמים מסוג קריסטל, חשיש וגראס, מבלי שנעשו ניסיונות מוסדיים לגמול אותו מהשימוש בסמים."
לא נכון,"הנאשם הביע נכונות להשתלב בטיפול ייעודי בתחום הסמים, אך לדבריו הוא מעדיף לקבל טיפול בתוך כותלי הכלא."
לא נכון,"לנאשם 13 הרשעות קודמות, ובעניין זה נפרט בהמשך."
לא נכון,לנוכח העבר הפלילי הנאשם מוכר לשירות המבחן מאז שנת 1999.
לא נכון,לאורך השנים הנאשם לא שיתף פעולה עם גורמי הטיפול ועל כן בהמשך להרשעותיו הקודמות הוא ריצה עונשי מאסר שונים.
לא נכון,את העבירה האחרונה לפני העבירה הנוכחית ביצע הנאשם בשנת 2013.
לא נכון,"לדברי הנאשם הוא ניסה בשנים האחרונות להתבסס מבחינה תפקודית, ובכלל זה להשתלב בעבודה רציפה ולהינשא בשנית."
לא נכון,הנאשם מתקשה לקחת אחריות מלאה על מעורבותו בעבירה.
לא נכון,הנאשם טען בפני שירות המבחן כי הוא לא מכר נשק שהוסב לנשק שביכולתו להרוג אדם.
לא נכון,לדבריו השינוי בנשק נעשה לאחר מכירתו וללא ידיעתו.
לא נכון,הנאשם גם שלל בפני שירות המבחן את המכירה הנוספת שיוחסה לו בכתב האישום.
לא נכון,"בהמשך לדבריו אלו של הנאשם הבהיר בא כוח הנאשם בישיבת הטיעונים לעונש, כי הוא שאל את הנאשם מספר פעמים האם הוא עומד על הודאתו בבית המשפט, ותשובתו של הנאשם הייתה שהוא לא חוזר בו מהודאתו, ושהדברים שכתבה קצינת המבחן נבעו מאי הבנה."
לא נכון,"בהמשך לדברי בא כוחו אמר גם הנאשם עצמו כי הוא מאשר את מה שכתוב בכתב האישום, ובכלל זה שהסבת כלי הנשק נעשתה לפני המכירה, ושבמהלך המכירה בוצע ירי לניסיון."
לא נכון,"הנאשם הוסיף ואמר: ""אני לא חוזר בי מההודאה"" (עמ' 13 שורות 12-18)."
לא נכון,בנוגע למצבו של הנאשם במעצר אני מפנה לפסקה השלישית בעמ' 3 לתסקיר.
לא נכון,"בסיכומו של התסקיר מציין שירות המבחן כי מדובר בנאשם אשר מביע רצון לנהל אורח חיים תקין, ושההליכים המשפטיים מהווים עבורו גורם מרתיע."
לא נכון,הנאשם הביע עניין בטיפול גמילה בתוך כותלי בית הכלא.
לא נכון,"לדברי שירות המבחן לאורך השנים הנאשם היה מעורב בפלילים, והגם שהוא לא ביצע עבירות מאז שנת 2013 הרי שטרם מעצרו חלה נסיגה בכוחותיו לתפקד באופן יציב ותקין, כל זאת בין היתר על רקע בעייתיות בהפעלת שיקול דעת על-ידי הנאשם והצבת גבולות להתנהגותו."
לא נכון,לאור כל האמור ממליץ שירות המבחן על הטלת עונש מוחשי והרתעתי על הנאשם במטרה להציב לו גבולות ברורים.
לא נכון,כמו כן ממליץ שירות המבחן להטיל על הנאשם עונש מותנה.
לא נכון,ולבסוף ממליץ שירות המבחן להורות לשירות בתי הסוהר לבחון את התאמתו של הנאשם לתכנית שיקומית בין כותלי הכלא.
לא נכון,ראיות המאשימה וטיעוני המאשימה לעונש
לא נכון,המאשימה הגישה כראייה גיליון הרשעות קודמות של הנאשם (תע/1).
לא נכון,"הגיליון כולל 13 הרשעות קודמות במגוון עבירות, בכלל זה עבירות איומים, הטרדת עד, תקיפה סתם, היזק לרכוש במזיד, תגרה, ניסיון לגניבת רכב, הפרעה לשוטר במילוי תפקידו, גניבה ממעביד, פריצה לבניין ומסחר בסמים."
לא נכון,ההרשעה האחרונה של הנאשם היא בגין עבירה של איומים והטרדה באמצעות מתקן בזק אשר בוצעה בשנת 2013.
לא נכון,בגין העבירות בהן הורשע הנאשם בעבר נגזרו עליו עונשי מאסר בפועל המסתכמים יחדיו בתקופה של 53 חודשי מאסר.
לא נכון,"בטיעוניה לעונש עמדה ב""כ המאשימה על כך שעבירות הנשק מהוות מכת מדינה אשר מחייבת מענה עונשי הולם על מנת להגן על הציבור."
לא נכון,"ב""כ המאשימה הפנתה לפסיקה בה הודגש הצורך בהחמרת הענישה בעבירות נשק, ולפסיקה בגדרה נגזרו על נאשמים שהורשעו בעבירות נשק עונשים של 24 עד 38 חודשי מאסר בפועל."
לא נכון,"באת כוח המאשימה הפנתה גם לכך שעל אחיו של הנאשם נגזר עונש של 24 חודשי מאסר בפועל, וכי על פחרי שרכש את האקדח מהנאשם נגזר עונש של 9 חודשי מאסר בפועל, זאת לאחר שפחרי הסגיר את האקדח שרכש."
לא נכון,"מבחינת הנסיבות הקשורות בביצוע העבירה טענה ב""כ המאשימה, כי מכתב האישום עולה שהעיסוק בממכר כלי נשק איננו חד פעמי מבחינת הנאשם, ולראייה שתחילה מכר הנאשם אקדח, לאחר מכן הוא מכר תחמושת, ולאחר מכן הוא הציע לפחרי לרכוש אקדח נוסף."
לא נכון,"פוטנציאל הנזק שעלול היה להיגרם כתוצאה מביצוע העבירה הוא רב, שכן החזקת נשק לא מורשה עלולה להביא למצב שבו ייעשה שימוש בנשק."
לא נכון,"ב""כ המאשימה גם הדגישה שהעבירות בוצעו למען בצע כסף."
לא נכון,"לאור האמור עתרה המאשימה לקביעת מתחם של 2.5 עד 5 שנות מאסר, ולנוכח הודאתו של הנאשם, והעונש שנגזר על המעורבים האחרים עתרה המאשימה לכך שייגזר על הנאשם עונש של 35 חודשי מאסר בפועל, מאסר על תנאי וקנס."
לא נכון,"באת כוח המאשימה הדגישה כי לשיטת המאשימה הנאשם הוא הרוח החיה בעבירות שבוצעו, למרות שאחיו הורשע גם בעבירה של החזקת נשק."
לא נכון,באת כוח המאשימה הדגישה שעברו הפלילי של הנאשם חמור מזה של אחיו.
לא נכון,"בא כוח הנאשם טען כי את עונשו של הנאשם יש לגזור מעונשו של פחרי אבו נאב, שעליו נגזרו כזכור 9 חודשי מאסר בפועל."
לא נכון,לטענת בא כוח הנאשם חלקו של פחרי לא פחות חמור מחלקו של הנאשם.
לא נכון,לגבי אחיו של הנאשם טען בא כוח הנאשם כי הוא הורשע גם בעבירה של החזקת נשק ועל כן עונשו של הנאשם צריך להיות נמוך מעונשו של אחיו שעליו נגזרו 24 חודשי מאסר.
לא נכון,בא כוח הנאשם הציג פסקי דין שבהם נגזרו על נאשמים שהורשעו בעבירות נשק עונשים של 7 עד 20 חודשי מאסר.
לא נכון,בא כוח הנאשם הדגיש כי הודאתו של הנאשם חסכה מבית המשפט שמיעה של עדים רבים.
לא נכון,"לדבריו, שמיעת כל העדים הייתה גוזלת חודשים של שמיעת ראיות."
לא נכון,"לגבי עברו הפלילי של הנאשם טען בא כוחו שמדובר בעבר ישן שאיננו ממן העניין, ומכל מקום הדגיש בא כוח הנאשם, כי העבר הפלילי רלוונטי רק לצורך קביעת העונש המתאים בתוך המתחם ולא לעניין קביעת המתחם."
לא נכון,בא כוח הנאשם הפנה בטיעוניו גם לנסיבותיו האישיות של הנאשם.
לא נכון,בסיום ישיבת הטיעונים לעונש השמיע הנאשם את דבריו.
לא נכון,"הנאשם אמר כי יש לו חובות וכי בשל מצבו הכלכלי הוא לא שילם חשבונות חשמל, מים וארנונה מעל לשנתיים."
לא נכון,"לדבריו הוא קיבל טיפול שיניים בכלא אבל אין לו כסף ""כדי להרכיב שיניים"" (עמ' 15 שורות 7-6)."
לא נכון,הנאשם ציין כי בגלל מאסרו בנו הועבר לפנימייה.
נכון,בסיום דבריו הנאשם התנצל והצהיר כי לא יחזור על מעשיו.
לא נכון,מתחם העונש ההולם – הערכים המוגנים ומידת הפגיעה בהם
לא נכון,"לעניין  הערכים המוגנים, מידת הפגיעה בהם ורמת הענישה הנגזת מכך, אין לי אלא להביא בהסכמה את הדברים שנכתבו בגזר דינו של אחיו של הנאשם אשר שיתף עמו פעולה בעבירת הסחר:"
לא נכון,מתחם העונש ההולם – הענישה הנוהגת
לא נכון,בא כוח הנאשם הפנה לפסקי דין שבמסגרתם נגזרו עונשים קלים יותר על מי שהורשעו בעבירות נשק.
לא נכון,מתחם העונש ההולם – הנסיבות הקשורות בביצוע העבירה
לא נכון,נסיבות ביצוע העבירה מלמדות על כך שמעשהו של הנאשם חמור.
לא נכון,מדובר בעבירה שבוצעה תוך תכנון מראש.
לא נכון,"תחילה בוצעה המכירה הראשונה של האקדח, לאחריה בוצעה מכירה של תחמושת, ולאחריה הוצע לרוכש להחליף את הנשק בנשק אחר."
לא נכון,"נסיבות אלו מלמדות על נחישותו של הנאשם לסחור בנשק, ועל מעורבותו הבלתי אמצעית של הנאשם בעולם הסחר בנשק."
לא נכון,חלקו של הנאשם בביצוע עבירת הסחר בנשק דומה לחלקו של אחיו ואף עולה במעט עליו.
לא נכון,"על-פי האמור בכתב האישום, הפניה הראשונה של רוכש הנשק הייתה אל הנאשם, ההצעה לרוכש הנשק להחליף את הנשק באה גם היא מטעמו של הנאשם, והנאשם הוא זה שניהל את המשא ומתן בנוגע לאפשרות של רכישת הנשק החדש."
לא נכון,"יחד עם זאת, יש לזכור שאחיו של הנאשם הורשע בעבירה נוספת של החזקת נשק, הרשעה שהתבססה על כך שהאקדח שנמכר לרוכש הוחזק בביתו של האח."
לא נכון,הנזק הצפוי מהעבירה של סחר בנשק הוא מעצם טיבו נזק חמור של פגיעה בגוף ואף אבדן חיים.
לא נכון,"אדם הרוכש נשק עלול להשתמש בו באופן לא חוקי, ומי שמוכר לו את הנשק מלמד על עצמו שהוא אדיש לסיכון שהוא יוצר במעשהו."
לא נכון,"הלכה למעשה במקרה שלפניי הנזק הפוטנציאלי לא התממש, שכן בנשק שנמכר לא נעשה שימוש והוא נתפס על-ידי המשטרה."
לא נכון,"את העבירה ביצע הנאשם מתוך מניע של בצע כסף, אשר מוסיף חומרה למעשיו של הנאשם."
לא נכון,הנאשם ביצע את העבירה בהיותו בן 30 כך שאין ספק שהוא הבין היטב את משמעות מעשהו ואת הפסול שיש בו.
לא נכון,במקרה שלפניי יש לתת משקל של ממש לגזר הדין שניתן בעניינו של אחיו של הנאשם.
לא נכון,על אחיו של הנאשם נגזרו 24 חודשי מאסר בפועל.
לא נכון,עמדתי לעיל על כך שחלקו של הנאשם בעבירת הסחר בנשק זהה ואף גבוה במעט מחלקו של אחיו בעבירה זו.
לא נכון,"יחד עם זאת, האח הורשע בעבירה נוספת של החזקת נשק."
לא נכון,"לנוכח כל האמור, ובהתחשב בכך שבעניינו של האח הועמד מתחם העונש ההולם בגין שתי העבירות בהן הוא הורשע על 20 עד 40 חודשי מאסר בפועל, אני מעמיד את מתחם העונש ההולם בעניינו של הנאשם שלפניי, שהורשע בעבירה אחת, על 18 עד 36 חודשי מאסר בפועל."
לא נכון,לזכותו של הנאשם יש לזקוף את העובדה שהוא הודה במיוחס לו ובכך חסך מזמנה של המאשימה ומזמנו של בית המשפט.
לא נכון,הודאה באשמה מלמדת גם על נטילת אחריו מסוימת מצד הנאשם על מעשהו.
לא נכון,"יחד עם זאת, לא ניתן להתעלם מהתרשמות שירות המבחן לפיה הנאשם מתקשה לקחת אחריות מלאה על מעורבותו בעבירה."
לא נכון,לזכותו של הנאשם יש לזקוף גם את מצבו הנפשי כפי שהוא משתקף מן האמור בפסקה השלישית בעמ' 3 לתסקיר שירות המבחן.
לא נכון,יחד עם זאת יש לתת לעניין זה משקל מוגבל בלבד לנוכח התרשמות שירות המבחן לפיה פעולות מסוימות שביצע הנאשם במהלך תקופות המאסר הקודמות שהוא ריצה בעבר נועדו ככל הנראה להשגת רווח משני.
לא נכון,לא ניתן להתרשם מהחומר שהוגש כי העונש הצפוי לנאשם עלול לפגוע בו במידה העולה על הנזק הצפוי לכל אדם אשר נגזר עליו עונש של מאסר.
לא נכון,"כאמור בתסקיר שירות המבחן, מלבד הודאתו של הנאשם, אשר תיזקף כאמור לזכותו, לא ניתן להצביע על מעשה של ממש הוא עשה לשם חזרתו למוטב."
לא נכון,"יחד עם זאת יש לתת משקל מסוים, קטן, לכך שהנאשם שואף לעבור הליך שיקומי במסגרת בית הכלא."
לא נכון,"נסיבות חייו של הנאשם לא היו קלות, אולם הן לא יוצאות דופן במידה המצדיקה הקלה בעונש."
לא נכון,"כאמור לעיל, לנאשם עבר פלילי מכביד למדי."
לא נכון,עמדנו לעיל על כך שלנאשם 13 הרשעות קודמות ועל כך שהנאשם ריצה עונשי מאסר לתקופות המסתכמות ב- 53 חודשי מאסר.
לא נכון,למרבה הצער העונשים שנגזרו על הנאשם לא הרתיעו אותו מביצוע העבירה הנוכחית.
לא נכון,יחד עם זאת יש להביא בחשבון שהעבירה האחרונה שבה הורשע הנאשם בוצעה בשנת 2013.
לא נכון,"עברו הפלילי של הנאשם לא מאפשר למקם את העונש המתאים ברף הנמוך של המתחם, כפי שנעשה לגבי אחיו שעברו הפלילי הרבה פחות מכביד."
לא נכון,לאור כל האמור יש למקם את העונש המתאים של הנאשם בשליש האמצעי של מתחם העונש ההולם.
לא נכון,לאור כל האמור אני גוזר על הנאשם את העונשים שלהלן:
לא נכון,"28 חודשי מאסר לריצוי בפועל, בניכוי ימי מעצרו של הנאשם בהתאם לרישומי שב""ס."
לא נכון,"בהתאם להמלצת שירות המבחן מתבקשות רשויות שב""ס לבחון את התאמתו של הנאשם לתכנית שיקומית בכלא."
לא נכון,6 חודשי מאסר על תנאי אותם ירצה הנאשם בפועל אם בתוך 3 שנים מיום שחרורו מהכלא הוא יעבור עבירת נשק כלשהי.
לא נכון,"קנס בסכום של 5,000 ₪ או 20 ימי מאסר תמורתו."
לא נכון,"הקנס ישולם ב-20 תשלומים חודשיים, שווים ורצופים, החל מיום 1.5.22 ובכל 1 בחודש בחודשים שלאחר מכן."
לא נכון,הודע לנאשם על זכותו לערער לבית המשפט העליון בתוך 45 יום.
לא נכון,"ניתן והודע היום,  י""ט סיוון תשפ""א, 30 מאי 2021, בנוכחות הצדדים."
לא נכון,"בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן"
לא נכון,נוסח מסמך זה כפוף לשינויי ניסוח ועריכה
לא נכון,"חוק העונשין, תשל""ז-1977: סע'  40ד', 40 ט', 144(א), 144(ב), 40 יא'"
לא נכון,* בית המשפט גזר על הנאשם שהורשע בביצוע עבירות של רכישת נשק ואביזר נשק ונשיאה והובלת נשק עונש של 9 חודשי מאסר.
לא נכון,"במסגרת גזר הדין, עמד בית המשפט על המגמה בענישה בעבירות נשק."
לא נכון,* עונשין – ענישה – מדיניות ענישה: עבירות נשק
לא נכון,"בית המשפט נדרש לגזור את דינו של הנאשם שהורשע, בעקבות הסדר טיעון בכתב אישום מתוקן, בעבירות של רכישת נשק ואביזר נשק ונשיאה והובלת נשק וזאת לפי סעיפים  144(א) ו-144(ב) לחוק העונשין."
לא נכון,"הנאשם לא היה בעל רישיון לשאת את הנשק, ומעולם לא החזיק ברישיון לנשק."
לא נכון,בית המשפט פסק כלהלן:
לא נכון,מדיניות הענישה הנהוגה בעבירות נשק היא מדיניות של ענישה מחמירה המחייבת בדרך כלל הטלת עונשי מאסר לריצוי בפועל גם על מי שזו הרשעתו הראשונה.
לא נכון,המגמה להחמיר בענישה בעבירות נשק באה לידי ביטוי בשורה ארוכה של פסקי דין שניתנו על ידי בית משפט העליון.
לא נכון,"מדיניות הענישה הנהוגה בעבירות בנשק הינה מגוונת, והיא תלויה בנסיבותיו של כל מקרה ומקרה."
לא נכון,"מתחם העונש ההולם את העבירות דנן, נע בין עונש של מאסר לתקופה של 9 חודשי מאסר בפועל לבין עונש של  24 חודשי מאסר בפועל, זאת לצד רכיבי ענישה נלווים."
לא נכון,"בנסיבותיו של מקרה זה, יש לגזור על הנאשם עונש מאסר ברף הנמוך של המתחם."
לא נכון,"לא קיימים במקרה זה שיקולים אשר מצדיקים סטייה מהמתחם, לחומרה או לקולא."
לא נכון,שיקול ההגנה על שלום הציבור אינו מצדיק החמרה בעונשו של הנאשם.
לא נכון,השיקול השיקומי אינו מצדיק הקלה בעונשו.
לא נכון,"הנאשם הורשע, בעקבות הסדר טיעון בכתב אישום מתוקן, בעבירות של רכישת נשק ואביזר נשק ונשיאה והובלת נשק וזאת לפי סעיפים  144(א) ו-144(ב) לחוק העונשין, התשל""ז-1977 (להלן: החוק)."
לא נכון,"הנאשם לא היה בעל רישיון לשאת את הנשק, ומעולם לא החזיק ברישיון לנשק."
לא נכון,"מעובדות כתב האישום המתוקן עולה כי במועד שאינו ידוע למאשימה, כחודשיים עובר לאירועים המתוארים באישום זה, גמלה בליבו של הנאשם החלטה לרכוש נשק."
לא נכון,"לצורך כך, כשבוע עובר ליום 18.10.17, נסע הנאשם לחברון שם פגש אדם שזהותו אינה ידועה למאשימה (להלן: ""המוכר"") אשר הציע לו לרכוש תת מקלע מסוג ""Scorpion"" קליבר 7.65 מ""מ, מספר סידורי D5296 (להלן: ""הנשק"") תמורת 20,000 ₪."
לא נכון,"בהמשך לכך, ביום 18.10.17 נסע הנאשם בשנית לחברון שם פגש את המוכר."
לא נכון,"הנאשם מסר לידי המוכר 20,000 ₪ במזומן וקיבל מידיו את הנשק וכן מחסנית תואמת."
לא נכון,"הנאשם נטל את הנשק, החביאו מתחת לשטיח במושב שליד הנהג בתוך רכבו מסוג פולקסווגן מספר 22-007-51 (להלן: ""הרכב"") וחזר בנסיעה לירושלים."
לא נכון,במסגרת הסדר הטיעון לא היתה הסכמה לעניין העונש והוסכם כי הצדדים יטענו לעונש באופן חופשי וכן יטענו בשאלת חילוט הרכב וזאת לאחר קבלת תסקיר שירות מבחן.
לא נכון,"בתחילה, על אף ששירות המבחן המליץ על שחרורו בתנאים של המשיב, לאחר ששמע את הערות בית המשפט לעניין העונש, ב""כ הנאשם ויתר על טענותיו בעניין חלופת המעצר, ועל כן הוריתי על מעצרו של המשיב עד לתום ההליכים."
לא נכון,"בהמשך, ביקשה משפחת הנאשם לקיים דיון בחלופה."
לא נכון,"בעקבות זאת הגיש ב""כ הנאשם בקשה לעיון חוזר, ולאחר ששמעתי את טענות הצדדים, הוריתי על שחרורו של המשיב למעצר בית."
לא נכון,"בד בבד, נשלח המשיב לקבלת תסקיר לעניין העונש, כאשר ציינתי כי על שירות המבחן להגיש תסקיר לעונש עד ליום 3.1.18."
לא נכון,ביום 28.12.17 שירות המבחן ביקש לדחות את מועד הגשת התסקיר בשל העומס המוטל על שירות המבחן ועל כן הדיון נדחה ליום 6.2.18.
לא נכון,"לקראת ישיבת יום 6.2.18 הגיש שירות המבחן תסקיר, אך למרות החלטתי, כי יוגש תסקיר לעניין העונש, שירות המבחן הגיש תסקיר חלקי בו הוא ממליץ על שילובו של הנאשם בתהליך טיפולי ביחידה לקידום נוער במזרח ירושלים, ולשם כך ביקש לדחות את הטיעונים לעונש בחודשיים."
לא נכון,"בנסיבות אלה, לא היה מנוס מדחיית הדיון לקבלת תסקיר מסכם, בטרם שמיעת הטיעונים לעונש."
לא נכון,באותו המועד הובהר לנאשם כי אין בדחיית הדיון כדי ללמד על העונש שיוטל עליו בסופו של יום.
לא נכון,"מתסקיר שירות המבחן מיום 1.2.18 עולה, כי הנאשם בן 22, רווק אשר השלים 12 שנות לימוד עם תעודת בגרות ירדנית."
לא נכון,"טרם מעצרו התגורר עם הוריו ועבד בתחום הבנייה והשיפוצים, כאשר קודם לכן עבד עם אביו בתחום חשמלאות רכב."
לא נכון,משפחת המוצא מונה זוג הורים ו-4 אחים.
לא נכון,אביו עובד כמנהל עבודה במוסך ואמו עקרת בית.
לא נכון,מהתסקיר עולה כי מדובר במשפחה נורמטיבית.
לא נכון,הנאשם ללא עבר פלילי.
לא נכון,"אשר לביצוע העבירות, הנאשם לקח אחריות מלאה עליהן."
לא נכון,"הנאשם הסביר כי בכך ביקש להשיג תחושת ערך וכבוד מצד סביבתו, והוא תכנן לשאת את הנשק רק באזור השטחים."
לא נכון,הנאשם מסר לקצינת המבחן כי משנתפס הוא הבין את חומרת מעשיו.
נכון,הנאשם הביע חרטה והאשמה עצמית וביטא רצון לחזור לשגרת חייו.
לא נכון,"קצינת המבחן סברה כי הרקע לביצוע העבירות הוא דימוי עצמי נמוך ודפוסים ילדותיים, וכי תחת לחץ חיצוני משמעותי לצד הצורך בתחושת כוח, הנאשם פעל עד כדי חציית גבולות המותר והאסור."
לא נכון,"קצינת המבחן התרשמה, כי ההליך המשפטי ומעצר הבית הממושך מהווים גורם הרתעה משמעותי עבור הנאשם."
לא נכון,"אשר לסיכוי לעבריינות וסיכוי לשיקום, קצינת המבחן התרשמה, כי הנאשם מתקשה לבחון את השלכות מעשיו לטווח הארוך ונתון בקלות להשפעות חברתיות והוא בעל אישיות ילדותית עם בטחון עצמי נמוך, כל אלה מהווים להערכתה גורמי סיכון לרצדביזם."
לא נכון,"לצד זאת, התרשמה קצינת המבחן, כי קיים פער בין אורח חייו התקין בדרך כלל, לבין התנהגותו העולה מכתב האישום."
נכון,"עוד הנאשם הביע חרטה על מעורבותו בפלילים, וגילה נכונות להשתלב בהליך טיפולי."
לא נכון,על כן הערכת המסוכנות היתה נמוכה עד בינונית.
לא נכון,"קצינת המבחן המליצה על שילובו של הנאשם בהליך טיפולי שיקומי שכן לדידה ענישה מחמירה של מאסר בפועל, עלולה לחשוף אותו לדפוסי עבריינות ולהעמקתם."
לא נכון,"מתסקיר שירות המבחן מיום 26.3.18 עולה, כי הנאשם ביטא אחריות מלאה כלפי ביצוע העבירות."
לא נכון,"שירות המבחן שב וציין, כי הרקע לביצוע העבירות הוא צורך בהשגת תחושת ערך וכבוד מצד סביבתו, וזאת לנוכח דימוי עצמי נמוך ודפוסי התנהגות ילדותיים."
